 -66.83  109.00 2
 -66.58  109.50 2
 -66.67  110.30 2
 -66.42  110.70 2
 -66.08  110.70 2
 -65.92  111.70 2
 -65.83  112.70 2
 -65.75  113.70 2
 -66.00  114.50 2
 -66.33  115.50 2
 -66.50  116.50 2
 -66.75  117.70 2
 -66.83  119.00 2
 -66.83  120.30 2
 -66.67  121.50 2
 -66.42  122.50 2
 -66.75  123.30 2
 -66.75  124.30 2
 -66.50  124.80 2
 -66.58  125.80 2
 -66.25  126.50 2
 -66.25  127.00 2
 -66.50  127.70 2
 -66.92  128.30 2
 -67.00  129.00 2
 -67.17  129.50 2
 -66.92  130.00 2
 -66.33  130.00 2
 -66.08  130.80 2
 -66.17  132.00 2
 -66.08  133.30 2
 -66.17  134.30 2
 -66.08  135.30 2
 -66.33  136.30 2
 -66.33  137.30 2
 -66.50  138.30 2
 -66.58  139.30 2
 -66.67  140.50 2
 -66.75  142.00 2
 -67.00  142.50 2
 -66.83  143.30 2
 -67.00  144.30 2
 -67.50  144.30 2
 -67.58  145.00 2
 -67.50  146.00 2
 -67.83  146.80 2
 -68.25  147.00 2
 -68.42  148.30 2
 -68.25  149.00 2
 -68.50  150.30 2
 -68.33  151.00 2
 -68.67  151.50 2
 -68.58  152.70 2
 -68.58  154.30 2
 -69.08  155.00 2
 -69.33  156.00 2
 -69.00  156.50 2
 -69.08  157.50 2
 -69.25  158.70 2
 -69.50  160.00 2
 -69.67  161.00 2
 -70.08  161.00 2
 -70.50  161.20 2
 -70.83  161.70 2
 -70.58  162.20 2
 -70.17  162.30 2
 -70.08  163.30 2
 -70.58  163.20 2
 -70.58  164.70 2
 -70.50  166.00 2
 -70.83  167.30 2
 -71.17  168.70 2
 -71.50  170.00 2
 -71.17  170.20 2
 -71.75  171.00 2
 -72.00  170.20 2
 -72.50  170.50 2
 -72.83  169.70 2
 -73.17  168.50 2
 -73.25  167.00 2
 -73.67  167.00 2
 -74.08  166.70 2
 -74.17  165.30 2
 -74.50  165.30 2
 -74.83  164.30 2
 -75.17  163.00 2
 -75.67  162.70 2
 -76.08  162.70 2
 -76.50  163.00 2
 -76.92  163.30 2
 -77.33  163.70 2
 -77.75  163.70 2
 -78.00  164.70 2
 -78.42  166.00 2
 -78.50  164.00 2
 -78.75  161.50 2
 -79.17  160.00 2
 -79.67  160.00 2
 -80.00  160.00 2
 -80.50  160.30 2
 -81.00  160.30 2
 -81.50  161.00 2
 -81.92  162.30 2
 -82.42  164.00 2
 -82.83  166.00 2
 -83.25  168.50 2
 -83.50  171.50 2
 -83.50  176.00 2
 -83.83  180.00 2
 -77.58  166.30 3
 -77.67  168.20 2
 -77.42  169.70 2
 -77.33  168.20 2
 -77.08  166.70 2
 -77.58  166.30 2
 -78.75  196.00 3
 -79.08  197.00 2
 -79.33  196.30 2
 -79.83  196.30 2
 -80.25  198.30 2
 -79.92  200.00 2
 -79.50  200.00 2
 -79.08  199.30 2
 -78.75  198.30 2
 -78.75  196.00 2
 -76.58  209.80 3
 -76.75  211.50 2
 -76.42  212.80 2
 -76.17  211.80 2
 -76.58  209.80 2
 -71.08  283.83 3
 -71.33  283.50 2
 -71.67  284.00 2
 -71.83  285.00 2
 -72.17  285.67 2
 -72.25  286.67 2
 -72.58  287.00 2
 -72.67  288.50 2
 -72.58  290.00 2
 -72.33  291.17 2
 -71.92  291.50 2
 -71.50  291.67 2
 -71.00  291.50 2
 -70.50  291.17 2
 -70.00  290.67 2
 -69.42  290.33 2
 -68.83  289.67 2
 -68.92  288.83 2
 -69.08  288.33 2
 -69.58  288.50 2
 -70.08  289.00 2
 -70.58  289.33 2
 -70.83  289.00 2
 -70.92  288.17 2
 -71.00  287.00 2
 -71.08  285.33 2
 -71.08  283.83 2
 -70.58  283.83 3
 -70.58  285.00 2
 -70.50  286.00 2
 -70.25  286.25 2
 -69.92  286.33 2
 -69.75  285.50 2
 -70.00  284.25 2
 -70.25  284.33 2
 -70.58  283.83 2
 -64.67  295.67 3
 -64.83  296.50 2
 -64.58  297.00 2
 -64.33  298.00 2
 -64.00  297.50 2
 -64.58  297.00 2
 -64.25  296.50 2
 -64.67  295.67 2
 -63.25  303.50 3
 -63.50  304.00 2
 -63.42  305.00 2
 -63.00  304.17 2
 -63.25  303.50 2
 -62.67  299.00 3
 -62.75  299.67 2
 -62.33  300.67 2
 -62.25  301.33 2
 -62.00  302.33 2
 -62.00  301.17 2
 -62.33  300.67 2
 -62.50  299.67 2
 -62.67  299.00 2
 -60.63  313.67 3
 -60.70  315.00 2
 -60.33  314.00 2
 -60.63  313.67 2
   0.00  279.92 3
  -0.33  279.50 2
  -0.83  279.50 2
  -1.00  279.08 2
  -1.66  279.25 2
  -2.16  279.25 2
  -2.33  279.08 2
  -2.50  279.42 2
  -3.00  279.83 2
  -2.50  279.92 2
  -2.50  280.33 2
  -2.83  280.17 2
  -3.33  280.00 2
  -3.50  279.67 2
  -3.83  279.17 2
  -4.25  278.67 2
  -4.66  278.67 2
  -5.16  278.83 2
  -5.66  279.17 2
  -6.00  278.83 2
  -6.25  279.17 2
  -6.50  279.67 2
  -6.83  280.00 2
  -7.25  280.33 2
  -7.83  280.50 2
  -8.16  281.00 2
  -8.66  281.33 2
  -9.16  281.50 2
  -9.66  281.67 2
 -10.17  281.83 2
 -10.83  282.33 2
 -11.33  282.50 2
 -11.83  282.83 2
 -12.17  283.00 2
 -12.50  283.33 2
 -13.00  283.50 2
 -13.67  283.83 2
 -14.17  283.75 2
 -14.67  284.17 2
 -15.00  284.50 2
 -15.33  284.83 2
 -15.75  285.50 2
 -15.83  286.00 2
 -16.25  286.50 2
 -16.58  287.17 2
 -16.67  287.50 2
 -17.00  288.00 2
 -17.25  288.50 2
 -17.67  288.83 2
 -17.83  289.17 2
 -18.25  289.67 2
 -18.75  289.67 2
 -19.33  289.75 2
 -20.00  289.92 2
 -20.50  289.83 2
 -21.00  289.83 2
 -21.50  289.92 2
 -22.00  289.83 2
 -22.50  289.75 2
 -23.00  289.50 2
 -23.50  289.50 2
 -24.00  289.50 2
 -24.50  289.42 2
 -25.00  289.50 2
 -25.42  289.50 2
 -25.75  289.25 2
 -26.33  289.42 2
 -27.00  289.08 2
 -27.50  289.08 2
 -28.00  288.83 2
 -28.50  288.75 2
 -29.00  288.50 2
 -29.33  288.67 2
 -30.00  288.75 2
 -30.25  288.42 2
 -30.75  288.33 2
 -31.33  288.42 2
 -31.83  288.50 2
 -32.17  288.50 2
 -32.50  288.67 2
 -33.17  288.33 2
 -33.67  288.42 2
 -34.00  288.17 2
 -34.50  288.08 2
 -35.00  287.83 2
 -35.50  287.50 2
 -36.00  287.33 2
 -36.50  287.17 2
 -36.67  286.92 2
 -37.17  286.92 2
 -37.17  286.50 2
 -37.75  286.33 2
 -38.17  286.58 2
 -38.58  286.58 2
 -39.00  286.67 2
 -39.50  286.75 2
 -40.00  286.33 2
 -40.58  286.33 2
 -41.00  286.17 2
 -41.42  286.25 2
 -41.75  286.42 2
 -41.83  286.83 2
 -41.50  287.00 2
 -41.67  287.50 2
 -42.00  287.25 2
 -42.17  287.50 2
 -42.33  287.25 2
 -43.00  287.25 2
 -43.42  287.00 2
 -43.75  287.17 2
 -44.17  286.83 2
 -44.42  287.00 2
 -44.67  286.58 2
 -45.00  286.67 2
 -45.50  286.42 2
 -45.17  286.33 2
 -45.00  286.17 2
 -44.67  286.42 2
 -44.42  286.33 2
 -44.17  286.50 2
 -43.83  286.17 2
 -44.17  285.75 2
 -44.58  285.50 2
 -45.00  285.67 2
 -45.25  285.50 2
 -45.58  285.33 2
 -45.83  285.50 2
 -45.92  285.00 2
 -46.17  285.25 2
 -46.58  284.50 2
 -46.92  284.50 2
 -46.67  285.00 2
 -46.83  285.50 2
 -46.83  286.00 2
 -47.42  285.58 2
 -47.83  285.50 2
 -48.33  285.50 2
 -47.75  285.08 2
 -47.83  284.67 2
 -48.17  284.58 2
 -48.58  284.58 2
 -49.17  284.42 2
 -49.42  284.58 2
 -49.83  284.50 2
 -49.92  285.00 2
 -50.17  284.67 2
 -50.75  284.67 2
 -50.00  285.50 2
 -50.42  285.33 2
 -50.75  285.50 2
 -50.67  285.17 2
 -51.17  285.00 2
 -51.58  284.67 2
 -51.33  285.50 2
 -51.00  285.67 2
 -51.50  285.83 2
 -51.83  285.67 2
 -51.75  285.00 2
 -52.25  285.00 2
 -52.42  285.50 2
 -52.17  285.83 2
 -52.58  286.00 2
 -52.67  286.50 2
 -52.92  286.50 2
 -53.17  286.83 2
 -53.42  287.50 2
 -53.17  288.00 2
 -52.75  288.50 2
 -52.83  288.92 2
 -53.17  288.67 2
 -53.42  287.75 2
 -53.67  288.00 2
 -53.83  288.75 2
 -53.75  289.08 2
 -53.25  289.08 2
 -52.75  289.25 2
 -52.50  290.00 2
 -52.50  290.42 2
 -52.25  290.50 2
 -52.25  291.00 2
 -52.33  291.67 2
 -51.83  291.17 2
 -51.42  291.00 2
 -51.00  290.83 2
 -50.50  291.00 2
 -50.17  291.50 2
 -50.00  292.17 2
 -49.50  292.33 2
 -49.00  292.50 2
 -48.67  293.00 2
 -48.33  293.67 2
 -48.00  294.17 2
 -47.50  294.33 2
 -47.17  294.25 2
 -47.17  293.50 2
 -46.83  293.00 2
 -46.50  292.58 2
 -46.00  292.50 2
 -45.50  292.83 2
 -45.25  293.17 2
 -45.00  293.83 2
 -45.00  294.42 2
 -44.67  294.42 2
 -44.50  294.83 2
 -44.00  294.83 2
 -43.67  294.75 2
 -43.33  295.00 2
 -43.00  295.67 2
 -42.83  295.00 2
 -42.50  295.50 2
 -42.83  295.83 2
 -42.83  296.33 2
 -42.58  296.42 2
 -42.08  296.25 2
 -42.33  295.50 2
 -42.08  295.00 2
 -41.50  295.00 2
 -41.00  294.83 2
 -40.75  295.17 2
 -41.00  295.67 2
 -41.17  296.17 2
 -41.17  297.00 2
 -40.92  297.67 2
 -40.58  297.75 2
 -40.33  297.58 2
 -39.83  297.83 2
 -39.50  298.00 2
 -39.17  297.67 2
 -38.75  297.75 2
 -39.00  298.00 2
 -39.00  298.75 2
 -38.92  299.50 2
 -38.83  300.00 2
 -38.75  300.67 2
 -38.58  301.33 2
 -38.42  301.83 2
 -38.17  302.42 2
 -37.75  302.58 2
 -37.33  303.00 2
 -36.83  303.33 2
 -36.33  303.25 2
 -36.25  302.83 2
 -35.83  302.58 2
 -35.33  302.83 2
 -35.00  302.50 2
 -34.67  301.67 2
 -34.33  301.50 2
 -34.00  301.67 2
 -34.42  302.17 2
 -34.42  302.83 2
 -34.67  303.17 2
 -34.83  303.75 2
 -34.75  304.33 2
 -34.83  305.00 2
 -34.75  305.50 2
 -34.50  306.00 2
 -34.17  306.42 2
 -33.83  306.50 2
 -33.50  307.00 2
 -33.00  307.42 2
 -32.50  307.58 2
 -32.17  308.00 2
 -31.83  308.50 2
 -31.50  309.00 2
 -31.00  309.33 2
 -30.50  309.67 2
 -30.00  309.83 2
 -29.50  310.17 2
 -29.00  310.58 2
 -28.67  311.00 2
 -28.50  311.25 2
 -28.00  311.42 2
 -27.50  311.50 2
 -27.00  311.42 2
 -26.33  311.42 2
 -25.83  311.42 2
 -25.42  311.83 2
 -25.00  312.25 2
 -24.58  312.75 2
 -24.17  313.17 2
 -24.00  313.67 2
 -23.67  314.25 2
 -23.83  314.58 2
 -23.33  315.00 2
 -23.33  315.50 2
 -23.00  315.33 2
 -22.92  316.00 2
 -23.00  316.50 2
 -23.00  317.00 2
 -22.92  317.50 2
 -22.92  318.00 2
 -22.50  318.00 2
 -22.25  318.50 2
 -22.00  319.00 2
 -21.50  319.00 2
 -21.00  319.17 2
 -20.50  319.67 2
 -20.00  319.83 2
 -19.50  320.33 2
 -19.00  320.42 2
 -18.50  320.42 2
 -18.00  320.50 2
 -17.67  320.83 2
 -17.17  320.83 2
 -16.58  320.92 2
 -16.00  321.08 2
 -15.50  321.00 2
 -15.00  321.00 2
 -14.50  320.92 2
 -14.00  321.00 2
 -13.33  321.08 2
 -13.00  321.58 2
 -12.58  322.00 2
 -12.00  322.42 2
 -11.50  322.67 2
 -11.00  323.00 2
 -10.75  323.25 2
 -10.42  323.75 2
 -10.00  324.00 2
  -9.58  324.42 2
  -9.16  324.67 2
  -8.66  324.92 2
  -8.16  325.17 2
  -7.50  325.25 2
  -7.00  325.17 2
  -6.41  325.00 2
  -5.83  324.83 2
  -5.25  324.58 2
  -5.08  324.00 2
  -5.16  323.50 2
  -5.08  323.00 2
  -4.75  322.67 2
  -4.50  322.17 2
  -4.16  321.83 2
  -3.83  321.50 2
  -3.50  321.00 2
  -3.16  320.50 2
  -2.83  320.00 2
  -2.83  319.50 2
  -3.00  319.00 2
  -3.00  318.50 2
  -2.75  318.00 2
  -2.75  317.50 2
  -2.50  317.00 2
  -2.41  316.50 2
  -2.66  316.00 2
  -2.83  315.42 2
  -2.33  315.58 2
  -1.91  315.33 2
  -1.50  315.17 2
  -1.66  314.67 2
  -1.33  314.50 2
  -1.16  313.83 2
  -1.00  313.33 2
  -0.66  312.75 2
  -0.66  312.17 2
  -0.83  311.83 2
  -1.58  311.50 2
  -1.41  311.25 2
  -1.00  311.42 2
  -0.33  311.58 2
  -0.16  311.00 2
  -0.25  310.50 2
  -0.16  310.00 2
  -0.41  309.58 2
  -1.00  309.58 2
  -1.66  309.42 2
  -1.00  309.17 2
  -1.25  308.58 2
  -0.66  308.67 2
  -0.16  308.83 2
   0.16  309.25 2
   0.50  309.58 2
   1.00  310.00 2
   1.75  310.08 2
   1.83  309.50 2
   2.50  309.33 2
   3.16  309.00 2
   3.75  309.00 2
   4.25  308.50 2
   4.50  308.17 2
   4.83  307.67 2
   5.16  307.25 2
   5.41  306.75 2
   5.58  306.33 2
   5.66  306.00 2
   5.83  305.50 2
   5.91  305.00 2
   5.91  304.50 2
   5.83  304.00 2
   5.83  303.50 2
   5.91  302.92 2
   6.25  302.67 2
   6.50  302.33 2
   6.83  301.83 2
   6.75  301.42 2
   7.16  301.50 2
   7.58  301.33 2
   7.91  300.83 2
   8.25  300.33 2
   8.58  299.75 2
   8.41  299.00 2
   9.00  299.17 2
   9.50  299.00 2
   9.66  298.42 2
   9.83  298.00 2
   9.75  297.67 2
  10.17  297.33 2
  10.50  297.00 2
  10.67  297.83 2
  10.67  297.25 2
  10.67  296.58 2
  10.67  296.00 2
  10.25  295.50 2
  10.08  295.00 2
  10.17  294.42 2
  10.33  294.00 2
  10.58  293.83 2
  10.58  293.42 2
  10.50  293.00 2
  10.50  292.42 2
  10.42  291.83 2
  10.75  291.67 2
  11.17  291.58 2
  11.42  291.17 2
  11.50  290.67 2
  11.50  290.25 2
  12.17  290.08 2
  11.92  289.67 2
  11.50  289.83 2
  11.25  289.42 2
  11.08  289.00 2
  10.92  288.58 2
  10.33  288.58 2
   9.75  288.92 2
   9.16  288.92 2
   9.00  288.33 2
   9.41  288.25 2
   9.75  288.00 2
  10.25  288.25 2
  10.58  288.50 2
  11.00  288.33 2
  11.50  288.08 2
  11.67  288.58 2
  12.08  288.83 2
  12.33  288.67 2
  12.42  288.33 2
  12.17  288.00 2
  11.83  287.75 2
  11.67  287.33 2
  11.42  287.00 2
  11.17  286.50 2
  11.25  285.83 2
  10.92  285.58 2
  11.00  285.17 2
  10.83  284.75 2
  10.50  284.50 2
  10.00  284.42 2
   9.50  284.42 2
   9.41  284.00 2
   9.00  283.75 2
   8.58  283.25 2
   7.83  283.25 2
   8.33  282.83 2
   8.66  282.50 2
   9.00  282.17 2
   9.33  281.75 2
   9.41  281.33 2
   9.58  280.92 2
   9.58  280.42 2
   9.25  280.17 2
   9.08  279.67 2
   8.91  279.17 2
   8.75  278.58 2
   9.00  278.25 2
   9.00  277.83 2
   9.41  277.67 2
   9.66  277.25 2
  10.00  276.83 2
  10.42  276.58 2
  10.83  276.33 2
  11.25  276.17 2
  11.67  276.33 2
  12.17  276.33 2
  12.75  276.50 2
  13.25  276.50 2
  13.83  276.50 2
  14.25  276.75 2
  15.00  276.75 2
  15.17  276.58 2
  15.33  276.17 2
  15.75  275.75 2
  15.83  275.33 2
  15.92  275.00 2
  15.83  274.50 2
  15.92  274.00 2
  15.75  273.50 2
  15.67  273.00 2
  15.83  272.42 2
  15.58  271.83 2
  15.83  271.42 2
  16.00  271.00 2
  16.33  271.50 2
  17.00  271.75 2
  17.50  271.75 2
  18.33  271.83 2
  17.92  272.08 2
  18.42  272.33 2
  19.00  272.42 2
  19.50  272.50 2
  20.00  272.58 2
  20.50  272.75 2
  20.92  273.17 2
  21.33  273.17 2
  21.50  272.92 2
  21.50  272.42 2
  21.58  272.00 2
  21.50  271.50 2
  21.33  271.00 2
  21.25  270.50 2
  21.17  270.00 2
  21.00  269.67 2
  20.42  269.58 2
  20.00  269.50 2
  19.67  269.33 2
  19.25  269.33 2
  19.08  269.00 2
  18.83  268.67 2
  18.58  268.75 2
  18.42  268.17 2
  18.58  268.17 2
  18.67  267.58 2
  18.42  267.00 2
  18.33  266.42 2
  18.17  265.83 2
  18.17  265.50 2
  18.50  265.17 2
  18.67  264.67 2
  18.83  264.17 2
  19.25  263.83 2
  19.67  263.58 2
  20.17  263.33 2
  20.50  263.00 2
  20.83  262.75 2
  21.25  262.58 2
  21.58  262.75 2
  21.92  262.25 2
  22.42  262.08 2
  22.83  262.25 2
  23.33  262.25 2
  23.83  262.25 2
  24.33  262.25 2
  24.83  262.42 2
  25.33  262.58 2
  25.75  262.83 2
  26.17  262.75 2
  26.67  262.75 2
  27.17  262.58 2
  27.67  262.67 2
  28.00  263.00 2
  28.33  263.50 2
  28.67  264.00 2
  28.75  264.50 2
  29.00  264.83 2
  29.25  265.17 2
  29.67  264.92 2
  29.83  265.25 2
  29.42  265.25 2
  29.67  265.75 2
  29.75  266.17 2
  29.83  266.75 2
  29.67  267.25 2
  29.58  267.75 2
  29.83  268.17 2
  29.50  268.67 2
  29.17  268.75 2
  29.08  269.25 2
  29.17  269.83 2
  29.33  270.17 2
  29.25  270.50 2
  29.00  270.75 2
  29.17  270.92 2
  29.50  270.42 2
  29.67  270.42 2
  29.83  270.67 2
  30.08  270.75 2
